key,url,part,status,bytes,sha256,fetch_at,n_defs,index_at,index_v,skip_reason
part:4N25,https://www.vishay.com/en/search/?searchChoice=part&query=4N25,4N25,not_tried,,,,,,,
part:4N33,https://www.vishay.com/en/search/?searchChoice=part&query=4N33,4N33,not_published,,,2026-09-19,,,,not_published
part:6N135,https://www.vishay.com/en/search/?searchChoice=part&query=6N135,6N135,not_published,,,2026-09-19,,,,not_published
part:6N136,https://www.vishay.com/en/product/84425/,6N136,downloaded,,,2026-09-19,,,,
part:6N137,https://www.vishay.com/en/product/84421/,6N137,downloaded,,,2026-09-19,,,,
part:6N138,https://www.vishay.com/en/search/?searchChoice=part&query=6N138,6N138,not_published,,,2026-09-19,,,,not_published
part:6N139,https://www.vishay.com/en/search/?searchChoice=part&query=6N139,6N139,not_published,,,2026-09-19,,,,not_published
part:B5819,https://www.vishay.com/en/search/?searchChoice=part&query=B5819,B5819,not_tried,,,,,,,
part:CNY17,https://www.vishay.com/en/search/?searchChoice=part&query=CNY17,CNY17,not_tried,,,,,,,
part:CNY17-2,https://www.vishay.com/en/search/?searchChoice=part&query=CNY17,CNY17-2,not_tried,,,,,,,
part:DG412,https://www.vishay.com/en/search/?searchChoice=part&query=DG412,DG412,not_published,,,2026-09-19,,,,not_published
part:FOD814,https://www.vishay.com/en/search/?searchChoice=part&query=FOD814,FOD814,not_published,,,2026-09-19,,,,not_published
part:H11AA1,https://www.vishay.com/en/search/?searchChoice=part&query=H11AA1,H11AA1,not_published,,,2026-09-19,,,,not_published
part:H11L1,https://www.vishay.com/en/search/?searchChoice=part&query=H11L1,H11L1,not_published,,,2026-09-19,,,,not_published
