part,sheets,url
12AX7,2,https://github.com/mmarkwort/msdmarkwort.kicad.parser
12AX7,2,https://github.com/nickradfc/kicad-demo-projects
12AX7,2,https://github.com/oletizi/multi-channel-preamp
12AX7,1,https://github.com/rhinocerose/breakout-boards
12AX7,1,https://github.com/russellmcc/lv-amp
12AX7,2,https://github.com/rustyoz/kicad
12AX7,1,https://github.com/schenkmi/electronic-projects
12AX7,1,https://github.com/tristancollins/Guitar-JamNight
12AX7,2,https://github.com/tristancollins/Guitar-PhaseInverter
12AX7,2,https://github.com/tristancollins/Guitar-Preamp
12AX7,2,https://github.com/twlostow/kicad-dev
12AY7,2,https://github.com/apedersen00/kicad-projects
1590BB,8,https://github.com/Adept666/stompboxes
1N270,1,https://github.com/eduardocasino/k-1013-floppy-disk-controller-replica
1N270,1,https://github.com/lynchaj/rhyophyre
1N270,1,https://github.com/schenkmi/electronic-retro-computing-projects
1N34,1,https://github.com/Rotron/hbr-mk2
1N34,1,https://github.com/afiskon/hbr-8b
1N34,1,https://github.com/afiskon/hbr-mk2
1N34,1,https://github.com/brannondorsey/DreamMachines
1N34,1,https://github.com/dilshan/arduino-superhet
1N34A,3,https://github.com/Network-Direction/Audio-Effect-Pedals
1N34A,1,https://github.com/Wormboiii/BASS_OVERDRIVE
1N34A,2,https://github.com/ersatzavian/yellow_fuzz
1N34A,1,https://github.com/mgm8/hs2
1N34A,3,https://github.com/nielubowicz/schematics-only
1N4001,1,https://github.com/10bn/open_echo
1N4001,1,https://github.com/3DES/WatchdogBoard
1N4001,7,https://github.com/AbdELRahmanGamiel/PcbDesignsHw
1N4001,1,https://github.com/Alan-Lomax/MaxDuino
1N4001,1,https://github.com/AlanFord/balancingBot
1N4001,1,https://github.com/Alloyed/KitsBlips
1N4001,1,https://github.com/Ammar-Bin-Amir/Closed_Loop_DC_Motor_Speed_Control
1N4001,2,https://github.com/Andrew-Palmertree/BlackBeard-System
1N4001,1,https://github.com/Andrewmh71/ROB421
1N4001,1,https://github.com/AnotherJohnH/pico-106
1N4001,2,https://github.com/AnotherJohnH/picoX7
1N4001,2,https://github.com/Ardumower/ardumower
1N4001,1,https://github.com/Atom058/FanController
1N4001,1,https://github.com/AvishkaVishwa/12V-DC-Motor-Speed-Controller-PCB-Design-using-KiCAD
1N4001,1,https://github.com/BardinPetr/letovo-linefollower
1N4001,1,https://github.com/BenRGH/Beurorack
1N4001,1,https://github.com/BreathOfHope/Respirator-2
1N4001,1,https://github.com/BurningForceKin/ModularSynthStuff
1N4001,1,https://github.com/CSpyridakis/stm32l4-heater
1N4001,1,https://github.com/Capibator/hardware
1N4001,1,https://github.com/CarnivalBen/golden-key
1N4001,1,https://github.com/ChocoScaff/Syst-me_arrossage_interface
1N4001,1,https://github.com/Colahall/tiny85fancontrol
1N4001,1,https://github.com/ConDarth/modulin
1N4001,1,https://github.com/DaLumberjack/Communifarm-PCB
1N4001,1,https://github.com/DanNixon/GoogleMusicRadio
1N4001,1,https://github.com/DccDiyTools/DDT_8SwitchPanel
1N4001,1,https://github.com/DocBohn/CowPi
1N4001,7,https://github.com/DocBohn/CowPi_hardware
1N4001,1,https://github.com/DrFriedParts/OpenHornet
1N4001,1,https://github.com/DrGlaucous/DungeonMaster
1N4001,1,https://github.com/DrGlaucous/G4
1N4001,1,https://github.com/DragonShadesX/Arduino-Laser-Tag
1N4001,2,https://github.com/DuPAL-PAL-DUmper/DuPAL_Board
1N4001,1,https://github.com/EbenKouao/lightvest-led-bike-suit
1N4001,1,https://github.com/EduardoCont504/PLC-con-ArduinoATMEGA
1N4001,1,https://github.com/Ehryk/ehryk.github.com
1N4001,1,https://github.com/ElectroIGO/bak_rl
1N4001,1,https://github.com/ElectroIGO/relay_board_cryo
1N4001,1,https://github.com/ElectronicsTinkerer/3D-Printable-MEMS-Mirror
1N4001,1,https://github.com/ElectronicsWorks/DigitalVFO
1N4001,1,https://github.com/EnzoBorrelli/Formula-ESP-archives.---The_lightning...Spanish_version
1N4001,1,https://github.com/EnzoBorrelli/TheLightNing-2.0
1N4001,1,https://github.com/Eryk-Mozdzen/minisumo-scalak
1N4001,3,https://github.com/ForgottenMachines/Entrex
1N4001,1,https://github.com/G0MJW/Nano-SSI-Interface
1N4001,3,https://github.com/GOS2022/Hardware
1N4001,1,https://github.com/Gfgo/DispenM
1N4001,1,https://github.com/HMGrunthos/InrushTimer
1N4001,1,https://github.com/Hocus-Pocus/Speeduino-DP1600i-
1N4001,1,https://github.com/IOGS-LEnsE-platforms/labworks
1N4001,1,https://github.com/ISEMS/ISEMS-ESP32
1N4001,2,https://github.com/InspectorColombo/ColomboProjects
1N4001,1,https://github.com/IvarNilsson/Castle_Automation
1N4001,1,https://github.com/Ixox/preenfm2
1N4001,1,https://github.com/Jajaho/DC-Electronic-Load
1N4001,1,https://github.com/JanKoppe/athena
1N4001,1,https://github.com/Kalle-Lassila/hiekkalaatikko
1N4001,1,https://github.com/KennyZhang1/gesture-driven-robot-source-code
1N4001,1,https://github.com/La-guajolota/Reflow_Oven
1N4001,2,https://github.com/Lafayette-FSAE/Carman-2021
1N4001,1,https://github.com/LiLMiPMaP/soundswarm-pcb
1N4001,1,https://github.com/Lichtwerkstatt/XRTL_Hardware
1N4001,1,https://github.com/M-o-a-T/moat-hardware
1N4001,1,https://github.com/MLXXXp/Blynk_ESP8266_DS18B20
1N4001,1,https://github.com/MUDAL/Native-Smart-Lock
1N4001,1,https://github.com/MarcioBulla/PhotogateV2
1N4001,1,https://github.com/MarcosYonamine963/hardware-digital-dice
1N4001,1,https://github.com/Markus-Fitz/Simple_amp_discrete_Rev-A
1N4001,1,https://github.com/MayaPosch/LEDNip
1N4001,1,https://github.com/MetaMakersCooperative/M2C_Yet_Another_Door_Controller
1N4001,1,https://github.com/MiguelDeTrool/tarbleming
1N4001,1,https://github.com/Minarinski/2024ESWContest_free_1079
1N4001,1,https://github.com/Mr-Bossman/picoSCSI
1N4001,1,https://github.com/MrT-Stephens/Watchy-MrT-Stephens
1N4001,1,https://github.com/NTURacingTeam/nturt_kicad
1N4001,1,https://github.com/Nandakishor-KV/Busbar
1N4001,1,https://github.com/Natsurii/LM317ps
1N4001,1,https://github.com/NerdST/Filtration-Device
1N4001,2,https://github.com/Network-Direction/Audio-Effect-Pedals
1N4001,1,https://github.com/NewbiZ/power_supply
1N4001,1,https://github.com/NicolasU-N/cyclops-project
1N4001,1,https://github.com/OpenARDF/SignalSlinger
1N4001,1,https://github.com/Outdatedcandy92/Pedalboard
1N4001,2,https://github.com/PedroAndradeAHDL/Projetos-acad-micos
1N4001,1,https://github.com/PeterLourens/OSVentilationPy
1N4001,1,https://github.com/Picatout/breakout_1572
1N4001,1,https://github.com/QinCai-rui/SmartClockPi
1N4001,2,https://github.com/QuentinCaldeira/Arduino_Shield
1N4001,1,https://github.com/Raveendrareddy1203/Smart-Heater-safety-module
1N4001,1,https://github.com/RavinMaddHatter/JogWheelV2
1N4001,2,https://github.com/Resaj/cyclops-project
1N4001,1,https://github.com/Rhynaz/RaffstoreControlSystem
1N4001,1,https://github.com/RichCini/ECB_SCSI
1N4001,1,https://github.com/Robast-GmbH/PCB_Designs
1N4001,1,https://github.com/RockinRoel/standaert-ha
1N4001,1,https://github.com/Royalflamejlh/T-EQ
1N4001,1,https://github.com/Rsaliu/fpc_hw
1N4001,1,https://github.com/Salakorte/Robot-velocista
1N4001,1,https://github.com/SamsonChau/PCB
1N4001,1,https://github.com/ShaneWyman/HomeAudio-F24
1N4001,1,https://github.com/Shreyas-k-p/Auto-SMPS
1N4001,2,https://github.com/Shreyas-k-p/SMPS
1N4001,1,https://github.com/SkyePooley/PONG-for-Microcontrollers
1N4001,1,https://github.com/SoF4rAway/birdcage-automation-system
1N4001,1,https://github.com/Spartelfant/ELM327-BT
1N4001,1,https://github.com/SteveRMann/Halloween-2021
1N4001,1,https://github.com/SteveRMann/Halloween-2022
1N4001,1,https://github.com/SteveRMann/buttonBoard
1N4001,1,https://github.com/SukkoPera/LittleSixteen
1N4001,2,https://github.com/Synthron/SynPLC
1N4001,1,https://github.com/ThisIsNotRocketScience/Eurorack-Modules
1N4001,1,https://github.com/ThomasNoel20/Vigilo
1N4001,11,https://github.com/Thorinair/Avalon-Harmonics
1N4001,1,https://github.com/Tobias66662/SPRO3---PCB-Design-
1N4001,1,https://github.com/TomWhitwell/Magnetophon
1N4001,1,https://github.com/TomWhitwell/TH-VCO1
1N4001,1,https://github.com/Tomab9ek/amplifier-fault-logic
1N4001,1,https://github.com/UCDFS/Circuits
1N4001,1,https://github.com/UEPro/TripleDelay2399
1N4001,2,https://github.com/UNCAMotorsports/UNCAMotorsports-2017
1N4001,2,https://github.com/Upcycle-Electronics/AVR-Transistor-Tester
1N4001,1,https://github.com/VINN17/KRTech
1N4001,1,https://github.com/Xtalism/omnidirectional-manipulator-ros2
1N4001,1,https://github.com/Zazhito/ControladorAutomaticoBombaAgua
1N4001,1,https://github.com/Zmotive/HY_550CJ_Control_board
1N4001,2,https://github.com/a-tk/parts-files
1N4001,1,https://github.com/a7u7a/AES-Boiler
1N4001,1,https://github.com/aSumo-1xts/TrailTrueBypass_PIC
1N4001,2,https://github.com/adamb314/ServoProject
1N4001,1,https://github.com/adnksharp/pySide6-door
1N4001,1,https://github.com/ajharvie/TeensyPolySynth
1N4001,1,https://github.com/amacleod/scupper84
1N4001,1,https://github.com/ambraglow/VLF-receiver
1N4001,1,https://github.com/amclain/stingray
1N4001,1,https://github.com/and3rson/deck65
1N4001,1,https://github.com/antoniancu/vw-t2-ms3-custom-wiring
1N4001,1,https://github.com/arvingarciaa/PocketFarm
1N4001,11,https://github.com/aspro648/KiCad
1N4001,1,https://github.com/baldengineer/bit-preserve
1N4001,1,https://github.com/barbeque/leako
1N4001,2,https://github.com/bask185/Train-Science-DIY
1N4001,1,https://github.com/bazsimarkus/a277d-led-tachometer
1N4001,1,https://github.com/bismarx-v1/SchoolStuff
1N4001,1,https://github.com/bitomaxsp/rca-wv98c
1N4001,1,https://github.com/bjonesrock/Esp32FeederController
1N4001,1,https://github.com/blemasle/mls800-pcb
1N4001,2,https://github.com/brannondorsey/DreamMachines
1N4001,1,https://github.com/brumpan/HarmonicTremolo_V02
1N4001,1,https://github.com/bt-soft/NanoSpotWelder-3
1N4001,2,https://github.com/bt-soft/pico-zero-ili9488-gps-spedometer
1N4001,1,https://github.com/bwillaert/WaterLevelSensor
1N4001,1,https://github.com/bytecod3/automated-road-marker
1N4001,2,https://github.com/ccadic/The603-200
1N4001,1,https://github.com/centicosm/VRFan
1N4001,1,https://github.com/chiplet/petstation
1N4001,1,https://github.com/chl33/Dough133
1N4001,1,https://github.com/chl33/Plant133
1N4001,1,https://github.com/chr1snv/CRT-Driver
1N4001,1,https://github.com/chubbyginger/C4-Clock
1N4001,1,https://github.com/cogip/pcb-main
1N4001,1,https://github.com/conradoad/TapBeerVolumeControl_Hardware
1N4001,1,https://github.com/cristi-zz/ha-pcb
1N4001,1,https://github.com/crnjan/pabx
1N4001,1,https://github.com/davefiddes/FuelGauge
1N4001,1,https://github.com/declanshanaghy/VolcanoHat
1N4001,1,https://github.com/dennis9819/diyMA2
1N4001,1,https://github.com/dhakajack/TimeZoneClock
1N4001,1,https://github.com/dhakajack/spectrum
1N4001,1,https://github.com/dimipapr/TalkyPump
1N4001,1,https://github.com/drytoastman/MiataECU
1N4001,1,https://github.com/dwilliams/ftts
1N4001,1,https://github.com/eatnooM/solenoid-trigger
1N4001,1,https://github.com/echamman/Ouroboros
1N4001,1,https://github.com/echopen/PRJ-medtec_kit
1N4001,3,https://github.com/elcoco/ecobot
1N4001,2,https://github.com/enjrolas/eagleAnalyzer
1N4001,3,https://github.com/entertainmenttechnology/Pokorny-ENT3320-Spring2024
1N4001,1,https://github.com/ereisch/Data_East_PS
1N4001,1,https://github.com/filada/WeatherStation_V2
1N4001,2,https://github.com/fixxl/el-fueradoro
1N4001,1,https://github.com/fordp2002/music2xxx
1N4001,1,https://github.com/fowlersp/ECE_414_Lab_Wu_Fowler
1N4001,1,https://github.com/freetronics/KitTen
1N4001,1,https://github.com/gayanbrahmanage/kella-v1.0
1N4001,1,https://github.com/gfoot/fastpdip6502
1N4001,1,https://github.com/giacomolorenzo/ascomGGFLATCABLE
1N4001,2,https://github.com/grant-cox/KLON
1N4001,2,https://github.com/h4ctar/retro-gauge
1N4001,1,https://github.com/hamishcunningham/fishy-wifi
1N4001,1,https://github.com/hanyazou/Nucleo64_Z80
1N4001,3,https://github.com/hhvergara/HV-electronic-projects
1N4001,1,https://github.com/hitimr/Tiltetcher
1N4001,1,https://github.com/hmatuschek/cwtrx
1N4001,1,https://github.com/iansbremner/Amiga-2000-KiCAD
1N4001,1,https://github.com/iansbremner/ReAmiga-3000---KiCAD
1N4001,1,https://github.com/icelord75/WBO2
1N4001,1,https://github.com/idlehandsdev/pov_ornament
1N4001,1,https://github.com/ieb/EngineManagement
1N4001,1,https://github.com/igonzalezb/Voltage-Regulator-LM317T
1N4001,1,https://github.com/igormiktor/CARRTv3
1N4001,1,https://github.com/ikatkov/fan-control-with-delayed-off
1N4001,1,https://github.com/ikatkov/inductor-tester
1N4001,1,https://github.com/ikatkov/ldr-switch
1N4001,1,https://github.com/issalig/toshiba_air_cond
1N4001,1,https://github.com/jakabandras/Eprom-Writer
1N4001,1,https://github.com/jakeread/bbesc
1N4001,1,https://github.com/jakeson21/8-Band-EQ
1N4001,2,https://github.com/japawBlob/codes
1N4001,1,https://github.com/jasminpatry/boostino
1N4001,1,https://github.com/jbtronics/FTController
1N4001,2,https://github.com/jefftranter/6800
1N4001,3,https://github.com/jeremyhahn/cropdroid-doser
1N4001,5,https://github.com/jeremyhahn/cropdroid-reservoir
1N4001,4,https://github.com/jeremyhahn/cropdroid-room
1N4001,1,https://github.com/jharvey/StingrayIII
1N4001,1,https://github.com/joao404/ZCanFeedbackBiDi
1N4001,1,https://github.com/joelkoz/QwicktracePCB
1N4001,2,https://github.com/jonnor/embeddedml
1N4001,1,https://github.com/jonsag/miscArduino
1N4001,1,https://github.com/jordi-h/sunflower
1N4001,1,https://github.com/jorgepiloto/OpenHornet
1N4001,1,https://github.com/jpralves/cseduino
1N4001,1,https://github.com/jscrane/PSU
1N4001,1,https://github.com/jsyk/Talking_Clock
1N4001,1,https://github.com/juepi/PIO-ESP32-BMS_Ctrl
1N4001,1,https://github.com/jwhitham/ventilation-system
1N4001,1,https://github.com/kanishk-pal/The-world-of-Kanishk
1N4001,1,https://github.com/kashifchopra/ECE414_Chopra_Hill
1N4001,5,https://github.com/kholia/Easy-Transceiver
1N4001,1,https://github.com/kholia/pico-cw-beacon-drs
1N4001,1,https://github.com/kilimnik/lichtstab
1N4001,1,https://github.com/kjeller/orbiter_keyboard
1N4001,1,https://github.com/kpezeshki/16CH_PSU
1N4001,1,https://github.com/kvdijken/FM-Receiver
1N4001,1,https://github.com/kwn/headphone-amp-basic
1N4001,1,https://github.com/leedshackspace/machine-access-node
1N4001,1,https://github.com/licentia-eu/Interface0
1N4001,2,https://github.com/lilka-dev/lilka
1N4001,1,https://github.com/luftaquila/a-fa-schematics
1N4001,1,https://github.com/m-marini/wheellino
1N4001,1,https://github.com/madpilot/sprinkler-control
1N4001,3,https://github.com/marians20/audio_amplifier
1N4001,1,https://github.com/markadev/AppleII-RevEng
1N4001,1,https://github.com/martonmiklos/HDIMS02-BX01-schematic
1N4001,2,https://github.com/matthewcieplak/super-sixteen
1N4001,1,https://github.com/mausi-mick/RP2040_XPLR
1N4001,1,https://github.com/mccloskeybr/computer
1N4001,1,https://github.com/mdarty/WeatherStation
1N4001,9,https://github.com/menloparkinnovation/openpux
1N4001,1,https://github.com/mgm8/hs2
1N4001,1,https://github.com/mhorimoto/M302N
1N4001,1,https://github.com/mhoyer/hushbox-control
1N4001,1,https://github.com/michalfita/inz_thesis
1N4001,2,https://github.com/mikew123/roborama25_ws
1N4001,1,https://github.com/minou65/NMEA2000-BME280
1N4001,1,https://github.com/minsk-hackerspace/accessController
1N4001,1,https://github.com/mirtcho/Kicad
1N4001,1,https://github.com/moraszk/pixie2
1N4001,2,https://github.com/mostlydiyrf/UDVBM-1
1N4001,2,https://github.com/mukhtarsafarofff/Simple-UPS-Circuit-
1N4001,1,https://github.com/mwwhited/EmbeddedBakery
1N4001,8,https://github.com/nielubowicz/schematics-only
1N4001,2,https://github.com/oficinadesonido/miPrimerModular
1N4001,2,https://github.com/oomlout/oomlout_oomp_project_bot_v_2
1N4001,1,https://github.com/pavelmc/multi-probe-swr-meter
1N4001,1,https://github.com/pdsmart/SharpKey
1N4001,1,https://github.com/pdsmart/mz25key
1N4001,1,https://github.com/picaoid/gardener
1N4001,1,https://github.com/podzolelements/z80-RPM
1N4001,1,https://github.com/popolonx/MSX_STUFF
1N4001,4,https://github.com/pozsarzs/mm6d-hw
1N4001,1,https://github.com/pozsarzs/mm7d-hw
1N4001,1,https://github.com/proctorjasmine/IRL-Minecraft-Jukebox
1N4001,2,https://github.com/proddy/doorbell
1N4001,1,https://github.com/profdc9/ModularTuner
1N4001,5,https://github.com/profdc9/RFBitBanger
1N4001,1,https://github.com/promesoft/KicadJE-EuroPowerSupply
1N4001,1,https://github.com/prydin/classd-amp
1N4001,1,https://github.com/qqq0/STM32_Based_Multimeter
1N4001,1,https://github.com/reivax-boucoi/PCB_Kicad
1N4001,1,https://github.com/rhaamo/kicad-amiga2000
1N4001,1,https://github.com/rhinocerose/eurorack-designs
1N4001,1,https://github.com/ricardoquesada/unijoysticle
1N4001,2,https://github.com/rivques/drag-racer-track-v2
1N4001,1,https://github.com/ronaldsieber/ESP32SmartBoard_PCB
1N4001,1,https://github.com/rootmeanclaire/avr-omnichord
1N4001,1,https://github.com/rossnoah/ece414-noah-maurice
1N4001,2,https://github.com/rumblepi/BlenderBrain
1N4001,1,https://github.com/rv1g-robotics-club/sumo-2022
1N4001,1,https://github.com/sadekbaroudi/vik
1N4001,5,https://github.com/schenkmi/electronic-retro-computing-projects
1N4001,1,https://github.com/shareresearchteam/SAMI-Robot
1N4001,1,https://github.com/shiekhgray/graynoise
1N4001,1,https://github.com/siyad23/LFR
1N4001,1,https://github.com/smartuni/teamagochi
1N4001,1,https://github.com/smr547/ChainCounter
1N4001,1,https://github.com/sparkfun/Breadboard_Power_Supply_5V_3.3V
1N4001,1,https://github.com/sqfmi/watchy-hardware
1N4001,1,https://github.com/src1138/VMFB-MC
1N4001,1,https://github.com/stefanofinetti/MF_fcu_efis_mainboard
1N4001,1,https://github.com/steger123/Lawn-mower-robot
1N4001,1,https://github.com/superna9999/tinyci
1N4001,1,https://github.com/swindonmakers/new-thing-controller
1N4001,1,https://github.com/tebl/BulkyMIDI-32
1N4001,1,https://github.com/tebl/BulkyModem
1N4001,1,https://github.com/tebl/RC-Light-System
1N4001,1,https://github.com/tebl/RC-ONE
1N4001,3,https://github.com/theengineeraccelerator/2016Sept
1N4001,1,https://github.com/thorpej/nabu-keyboard-usb
1N4001,1,https://github.com/tolbier/inspire_gdansk_ESP8266
1N4001,1,https://github.com/twinturbo/PCB-MIDI-THRU
1N4001,1,https://github.com/vanbcguy/vntlda
1N4001,1,https://github.com/vauxflores/Electronics
1N4001,4,https://github.com/wakimizufu/TBSEQ
1N4001,1,https://github.com/wasarob/esphome-atom-lite
1N4001,2,https://github.com/wearhacks/courses
1N4001,1,https://github.com/werocketry/airbrakes-SR
1N4001,1,https://github.com/wgd-modular/utf-8-samplified
1N4001,1,https://github.com/wodowiesel/TR-Switch
1N4001,3,https://github.com/wyolum/Wyolum-old-archive
1N4001,1,https://github.com/xunil/bmchimes
1N4001,2,https://github.com/yannickbock/saba
1N4001,1,https://github.com/z101/x-1_led_tower
1N4001,1,https://github.com/zhagan/Synth-Circuits
1N4001,1,https://github.com/zymaxcii/sketch
1N4002,1,https://github.com/Acliad/Power-Supply-V3
1N4002,1,https://github.com/Amp-Lab-at-VT/website
1N4002,1,https://github.com/Celcius1/Old-Projects-become-New
1N4002,1,https://github.com/DEAKSoftware/Building-a-Theremin
1N4002,2,https://github.com/Envious-Data/EnvOpenPico
1N4002,1,https://github.com/Hive13/hive13-access-pcb
1N4002,1,https://github.com/Junupark/KiCad-demos
1N4002,1,https://github.com/KamikazeVildsvin/Rotten
1N4002,1,https://github.com/KiCad/kicad-source-mirror
1N4002,4,https://github.com/Kris-Sekula/mgh80
1N4002,1,https://github.com/LewisCollum/frostAV
1N4002,2,https://github.com/MarkJelic/TEC-2014
1N4002,1,https://github.com/MbFredys/PCB-LEDs-Controller
1N4002,1,https://github.com/Mew463/Project-l0ckcr4ck3r
1N4002,1,https://github.com/Nimfrodian/OverlordDimmer
1N4002,1,https://github.com/RITFIRSTRobotics/PCBWorkshops
1N4002,1,https://github.com/RetroScaler/RP2040-PICO-BOOT
1N4002,1,https://github.com/RoMadrigal/GuitarAmplifier-PCB-IE0308
1N4002,1,https://github.com/Siggeaxe/DIY_Quadcopter
1N4002,1,https://github.com/The-Circuit-Board-Factory/kicad
1N4002,3,https://github.com/Xingzhou-Chen/MT
1N4002,1,https://github.com/aceleste/ev-driver
1N4002,1,https://github.com/ahmetcan-akuz/Optimus-Primary-Winding
1N4002,2,https://github.com/aj3944/step-pyjoco
1N4002,3,https://github.com/baldengineer/bit-preserve
1N4002,1,https://github.com/bhavsarp23/acClutchBoost
1N4002,1,https://github.com/carmisergio/denon-preout-mod
1N4002,1,https://github.com/cybern0id/MixSID
1N4002,1,https://github.com/embeddedalpha/PCB-Design
1N4002,1,https://github.com/fickel0/scoreboard
1N4002,1,https://github.com/flux-distortion/RS7-synth
1N4002,1,https://github.com/grancier/z180
1N4002,2,https://github.com/hpmicro/hpm_apps
1N4002,1,https://github.com/icnagy/ETI-Polysynth
1N4002,2,https://github.com/icnagy/powertran-polysynth
1N4002,1,https://github.com/ikajdan/gaming-toaster
1N4002,1,https://github.com/jevans3142/sm-desk-video-control
1N4002,1,https://github.com/jherkenhoff/STM
1N4002,1,https://github.com/jimbro1000/Dragon32PowerSecam
1N4002,1,https://github.com/jrsteensen/OpenHornet
1N4002,1,https://github.com/kennykb/kevins-cave-kludges
1N4002,1,https://github.com/koson/DreamMachines
1N4002,1,https://github.com/leicht-io/BeoGram-4002-RIAA
1N4002,1,https://github.com/luftaquila/a-fa-schematics
1N4002,1,https://github.com/lynchaj/rhyophyre
1N4002,1,https://github.com/mikeblas/stoplight
1N4002,1,https://github.com/mmarkwort/msdmarkwort.kicad.parser
1N4002,1,https://github.com/nickradfc/kicad-demo-projects
1N4002,1,https://github.com/nickradfc/simulation
1N4002,10,https://github.com/nielubowicz/schematics-only
1N4002,1,https://github.com/nm4c/RS422-WS2815
1N4002,2,https://github.com/ppsilv/my_pcxt
1N4002,7,https://github.com/practable/supervisor-pcb
1N4002,1,https://github.com/radodge/Portfolio
1N4002,1,https://github.com/schenkmi/electronic-retro-computing-projects
1N4002,1,https://github.com/sedlons/lr-hudiy-rpi-hat
1N4002,1,https://github.com/threedaymonk/minidexed-hat
1N4002,2,https://github.com/tlsystems/H10-Controller
1N4002,4,https://github.com/yann-ygn/pedals
1N4003,1,https://github.com/Rendman/ESPRelay
1N4003,1,https://github.com/SamsonChau/PCB
1N4003,1,https://github.com/abzman/ramsey-ct-70
1N4003,1,https://github.com/alexandercote/Stepper_Motor_Controller
1N4003,2,https://github.com/brengi/CESE-PCB
1N4003,1,https://github.com/ciwhitfill/buffer-pedal
1N4003,1,https://github.com/corbinstreehouse/ChargerControl
1N4003,1,https://github.com/kpezeshki/16CH_PSU
1N4003,1,https://github.com/phorton1/Arduino-fridgeController
1N4004,4,https://github.com/0m-ax/kicad
1N4004,1,https://github.com/AMLing2/mas245_Prosjekt
1N4004,1,https://github.com/AbbyRH/pi-neopixel-hat
1N4004,1,https://github.com/Aitchii/EIEN65
1N4004,1,https://github.com/AlanFromJapan/pcb-design
1N4004,1,https://github.com/AliEmad2002/CNC
1N4004,1,https://github.com/Ardumower/ardumower
1N4004,1,https://github.com/ArizonaTea/AutoCatStick
1N4004,1,https://github.com/AutomotiveAdequacy/Speeduino-CAN-Gauges
1N4004,1,https://github.com/BioDesignRealWorld/IncubaLibre
1N4004,1,https://github.com/BramRausch/Microwth
1N4004,1,https://github.com/BrianEnigma/PotionsParty
1N4004,1,https://github.com/CCHS-Melbourne/vend-matrix
1N4004,1,https://github.com/Chrismettal/PedalDev
1N4004,1,https://github.com/CoffeeTronics/Arduino-Mass-Based-Espresso
1N4004,1,https://github.com/CrashOverride85/zc95
1N4004,1,https://github.com/Darkzveller/CodeBaseRoulante_ESP32E_CRAC-TEAM-PERSONNAL
1N4004,3,https://github.com/DasBasti/KiCad
1N4004,1,https://github.com/Diego-Hiriart/Capstone_Hiriart-Corales-Samaniego
1N4004,1,https://github.com/EMinsight/kicad-source-mirror
1N4004,2,https://github.com/ENACRobotique/elec
1N4004,1,https://github.com/FOSSEE/FLOSS-Arduino-Book
1N4004,2,https://github.com/FROM-THE-EARTH/FTE_12th
1N4004,1,https://github.com/FabioNMI/C64PSU
1N4004,1,https://github.com/ForgottenMachines/Entrex
1N4004,1,https://github.com/GLUD/AnandSeedsPorLaCiudad
1N4004,1,https://github.com/GRIETIOTLAB/GISMO-VI
1N4004,1,https://github.com/GadgetReboot/Phone_SLIM
1N4004,1,https://github.com/GewoonMaarten/iot-watering-system
1N4004,2,https://github.com/Grolla05/Project-Clock-LED
1N4004,2,https://github.com/Haxk20/kicad-allegro
1N4004,2,https://github.com/HelloItzAlex/KiCAD-Designs
1N4004,3,https://github.com/IITB-Rocket-Team-Avionics/FLYTE
1N4004,4,https://github.com/ImogenWren/imogens-kicad-library
