part,doc,page,times,near
12AH7,m,18,3,
12AT7,12,28,1,
12AT7,13,16,1,
12AT7,13,20,1,V6 V7 V5
12AT7,13,23,2,
12AT7,13,24,1,
12AT7,18,21,2,
12AT7,18,22,3,
12AT7,18,23,2,
12AT7,1i,22,1,
12AT7,1m,27,1,V2 C1
12AT7,1m,28,2,
12AT7,1o,8,1,
12AT7,1p,18,2,
12AT7,1q,8,1,
12AT7,1t,20,1,
12AT7,1x,62,1,C4
12AT7,27,9,2,
12AT7,27,31,1,V1b R6 C5
12AT7,27,32,1,
12AT7,28,23,1,R7 V2 V1
12AT7,28,26,1,
12AT7,2d,4,1,
12AT7,2d,5,4,
12AT7,2f,16,3,
12AT7,2f,17,2,V20 R2 R3
12AT7,2f,18,1,
12AT7,2f,50,1,V3 S2
12AT7,2k,54,1,
12AT7,2m,18,2,
12AT7,2m,19,2,
12AT7,2m,56,2,
12AT7,2o,1,1,
12AT7,2o,13,1,
12AT7,2o,59,1,C1
12AT7,2o,60,2,
12AT7,2p,28,1,
12AT7,2r,30,2,
12AT7,2s,24,2,
12AT7,2t,55,3,V2 C17 VR8
12AT7,2t,56,1,
12AT7,2u,17,4,
12AT7,2u,18,3,
12AT7,2x,48,2,V2a
12AT7,2x,49,3,V2a
12AT7,2x,60,1,V1 C35 C34
12AT7,32,45,1,R3 R2 C1
12AT7,33,43,3,
12AT7,33,44,1,C4 V1b C6
12AT7,33,45,1,V1 V3 V4
12AT7,33,46,2,V4 L3 V3
12AT7,33,47,1,
12AT7,3b,33,2,
12AT7,3h,40,1,
12AT7,3i,48,1,
12AT7,3q,37,1,
12AT7,3v,35,1,R12 V3a VR2
12AT7,3v,36,1,V3 V2 V4
12AT7,43,57,1,
12AT7,48,58,1,
12AT7,4i,56,2,
12AT7,4l,29,1,V7 V8 V6
12AT7,4l,30,1,C26 R22 V7a
12AT7,v,19,2,D77
12AT7,w,26,1,
12AT7,x,14,1,
12AT7,y,25,1,
12AU6,18,7,1,
12AU6,2o,38,1,C7 C12 R9
12AU7,0,24,1,
12AU7,0,29,1,
12AU7,0,31,1,
12AU7,12,16,2,
12AU7,12,19,1,
12AU7,12,28,1,
12AU7,13,17,1,
12AU7,13,20,2,V5 V4 V6
12AU7,13,23,3,
12AU7,1a,6,1,
12AU7,1a,10,1,R5 C2 C4
12AU7,1c,8,2,R2
12AU7,1o,26,1,V60
12AU7,1t,20,1,
12AU7,1y,25,4,
12AU7,26,9,2,
12AU7,27,26,1,
12AU7,2a,24,1,
12AU7,2h,62,1,
12AU7,2j,16,1,C2 C1 S1
12AU7,2j,17,3,R36 R38 C12
12AU7,2j,18,1,
12AU7,2k,55,1,
12AU7,2k,56,1,R2 C2 R3
12AU7,2q,66,1,V2 V1 R11
12AU7,2s,25,3,
12AU7,2u,56,2,V1 C4
12AU7,2u,57,1,S5 S7 C14
12AU7,2w,24,1,V1 S1 R4
12AU7,2w,25,1,
12AU7,2x,41,2,T2
12AU7,34,54,1,
12AU7,34,55,1,
12AU7,3c,40,1,C7 R7 R15
12AU7,3c,41,1,V1 R12 R13
12AU7,3q,37,3,
12AU7,3q,38,1,V2 V3 V1
12AU7,3y,38,1,
12AU7,43,57,1,
12AU7,48,34,1,C1 V1b R2
12AU7,48,36,1,
12AU7,48,37,1,V2 V3 V4
12AU7,49,27,1,
12AU7,4b,35,1,R14 R12 R16
12AU7,4b,36,1,V4 V5
12AU7,t,16,1,
12AU7,t,17,2,
12AU7,t,18,1,
12AU7,u,7,1,
12AU7,v,3,1,
12AU7,v,20,1,
12AU7,w,26,3,
12AX7,12,16,1,
12AX7,12,28,1,
12AX7,13,25,1,
12AX7,1k,8,2,
12AX7,1n,3,1,
12AX7,1o,33,1,
12AX7,1t,20,1,
12AX7,1w,34,1,
12AX7,1w,37,1,
12AX7,1w,39,1,
12AX7,1w,64,1,C21 V1 C20
12AX7,1x,66,1,C21 V1 C20
12AX7,23,32,2,
12AX7,27,9,2,
12AX7,28,23,1,C1 R4 R5
12AX7,28,26,1,
12AX7,2a,23,1,
12AX7,2d,6,2,
12AX7,2d,7,1,C4 R2 R7
12AX7,2d,30,1,X78
12AX7,2d,46,1,
12AX7,2e,57,2,
12AX7,2h,16,1,
12AX7,2h,17,1,R3
12AX7,2h,62,1,
12AX7,2j,34,1,
12AX7,2q,63,1,V1 V2 C13
12AX7,2u,16,1,
12AX7,2u,17,1,D1 C3 C8
12AX7,2u,18,1,
12AX7,2v,44,1,R2
12AX7,2v,45,1,
12AX7,2w,24,1,C6 L1 R6
12AX7,2x,41,2,T2
12AX7,2y,59,1,R3 R4
12AX7,34,54,1,
12AX7,34,55,1,
12AX7,3f,34,1,V1 R4 C3
12AX7,3f,35,1,V1 V2 V3
12AX7,3i,36,2,V2 V3 R11
12AX7,3k,37,3,R4 R2
12AX7,3k,38,1,
12AX7,3k,39,1,
12AX7,3q,37,1,
12AX7,3x,42,1,
12AX7,3y,38,1,
12AX7,43,57,1,
12AX7,4b,36,1,V10 V8 V9
12AX7,4b,37,1,V9 R28 R26
12AX7,4p,28,1,V4 V3 V5
12AX7,4p,30,1,V4b V4a R14
12AX7,v,3,1,
12BH7,1s,29,2,R2
12BH7,x,19,1,
1N1130,2l,71,1,
1N1131,2l,71,1,
1N251,3g,37,2,TR3 TR2 D2
1N251,3g,38,1,
1N2858,27,21,1,
1N2859,27,21,1,
1N2860,27,21,1,
1N2861,27,21,1,
1N2862,27,21,1,
1N2863,27,21,1,
1N2864,27,21,1,
1N2886,2l,71,1,
1N2887,2l,71,1,
1N295,31,62,1,
1N3065,3t,25,2,TR2 D1 D2
1N3065,3t,26,1,
1N34,1s,15,1,
1N34,8,5,1,
1N3720,3f,21,3,
1N4000,4x,58,1,
1N4000,5e,3,1,
1N4001,47,42,1,
1N4001,4a,16,1,TR5 D1 TR4
1N4001,4n,40,2,D2 T1 S1
1N4001,4o,22,1,
1N4001,4q,37,1,D2 D1 TR3
1N4001,4s,47,2,
1N4001,4s,50,1,
1N4001,4v,17,2,
1N4001,4v,58,1,
1N4001,4w,45,1,
1N4001,4z,26,3,
1N4001,4z,37,3,
1N4001,50,23,2,
1N4001,53,14,4,D1 D2 IC1
1N4001,58,22,1,
1N4001,58,34,2,
1N4001,5b,43,1,
1N4001,5c,23,5,
1N4001,5c,29,5,C1 C2
1N4001,5e,6,2,
1N4001,5e,22,2,TR2 R3 TR1
1N4002,4a,16,1,D1 TR5 TR4
1N4002,4a,25,2,D2 VR1
1N4002,4b,23,2,D1 D2 T1
1N4002,4b,28,1,
1N4002,4b,33,1,
1N4002,4c,48,2,
1N4002,4c,59,1,
1N4002,4g,36,2,D3 TR3 C2
1N4002,4i,19,2,D1 D2 TR7
1N4002,4j,26,1,S1 C5 C4
1N4002,4k,20,1,
1N4002,4l,53,1,
1N4002,4m,37,4,TR5 D1 D2
1N4002,4m,46,2,D2 D3 D4
1N4002,4o,22,1,
1N4002,4q,54,1,
1N4002,4r,17,2,TR2
1N4002,4r,38,2,TR16 TR15 D1
1N4002,4t,18,1,
1N4002,4t,46,1,
1N4002,4t,51,1,
1N4002,4v,58,1,
1N4002,4y,44,2,
1N4002,52,28,1,
1N4002,53,21,2,
1N4002,5b,32,2,D1 C1 S1
1N4002,5f,66,1,D4 D3 D2
1N4003,4i,44,1,
1N4004,4e,61,1,
1N4004,58,34,1,
1N4005,47,42,2,
1N4005,5f,44,1,
1N4006,4l,31,1,
1N4006,4p,28,1,S1 S2 S3
1N4006,4r,38,1,D5 D6 D4
1N4007,4p,28,1,V6 V5 S1
1N4007,4r,38,2,D3 D4 D2
1N4007,4v,58,1,
1N4148,4q,48,1,T1
1N4148,4y,56,2,
1N4148,4y,59,2,R7 R3 R4
1N4148,53,35,3,ZD2 R12 C5
1N4148,55,35,2,D1 C6 IC1
1N4148,56,20,5,D1 D2 R3
1N4148,56,39,1,
1N4148,56,55,2,D3 D2 C4
1N4148,5a,36,1,
1N4148,5b,21,2,
1N4148,5d,43,1,
1N4148,5e,6,1,
1N4148,5e,13,4,TR2 R9
1N4148,5e,16,2,D1 D2 D4
1N4148,5f,39,1,
1N4148,5f,46,1,
1N4148,5f,52,1,L3 C7
1N4148,5f,66,5,D4 D29 D3
1N5401,5f,18,1,
1N60,40,35,4,D4 V6 V8
1N60,5d,52,3,
1N748A,4a,16,1,
1N914,4a,16,1,D1 TR5 TR4
1N914,4c,15,1,
1N914,4c,49,3,S22 R9
1N914,4g,36,2,D2 C2 TR3
1N914,4j,47,3,D1 D2 S20
1N914,4k,27,2,D1 D2 IC2
1N914,4m,33,1,
1N914,56,39,1,
1N914,57,5,1,D12
1N916,4a,36,2,D1 TR4 R7
1N916,4a,49,1,TR18 TR17 D5
1N950,2q,55,1,
1N951,2q,55,1,
1N952,2q,55,1,
1N953,2q,55,1,
1N954,2q,55,1,
1N955,2q,55,1,
1N956,2q,55,1,
1S4,14,29,1,
1S4,1h,19,1,
1S4,2s,17,1,
1S4,4,2,2,
1S4,4,3,2,
1S4,4,5,2,
1S4,f,16,1,
1X2,3b,52,1,
1X2,3b,53,1,
1X2A,10,8,2,
2A3,9,21,2,
2A3,j,24,1,
2N1302,3l,13,1,
2N1303,3l,12,2,TR4 TR5 C6
2N1303,3l,13,1,
2N1304,3a,35,1,D1 C8
2N1304,3l,13,1,
2N1304,3x,31,1,
2N1305,3l,13,1,
2N1306,3l,13,1,
2N1307,3l,13,1,
2N1308,3l,13,1,
2N1308,4c,15,2,
2N1309,3a,23,1,
2N1309,3l,13,1,C7
2N1309,3u,29,1,
2N1728,2j,56,1,TR2 R35
2N1742,2o,64,3,
2N1743,2o,64,1,
2N1744,2o,64,1,
2N2147,53,28,1,
2N2219,55,38,1,R9
2N2219,55,39,1,
2N2219,55,40,1,
2N2219,56,38,1,
2N2219,56,39,2,
2N2219,57,54,2,
2N2219,57,55,2,
2N2219,5e,22,3,TR1 TR2
2N2222,4u,43,3,TR1 C8 D7
2N2369A,3t,25,6,TR3 R5 R4
2N2369A,3t,26,1,
2N2369A,4g,16,1,
2N2369A,4g,17,3,C7 C1 L2
2N2635,4c,16,5,TR2 R1
2N2646,3g,36,1,
2N2646,3g,37,1,TR2 TR3
2N2646,47,24,1,
2N2646,47,25,3,R2 C5 R1
2N2646,4a,40,1,
2N2646,4d,18,2,
2N2646,4d,19,2,R3 C2 VR2
2N2646,4d,20,1,
2N2646,4g,29,3,R2
2N2646,4h,57,2,C2 R3 TR2
2N2646,4o,39,2,C3 R2 C2
2N2646,4u,50,2,TR2 R3
2N2646,4u,51,1,
2N2646,54,11,2,C1 D2
2N2894,3t,25,2,R3 TR3 C1
2N2894,3t,26,1,
2N2905,56,39,2,
2N2905,57,55,1,
2N2905A,3u,29,3,R1
2N2905A,3u,30,1,
2N2907,47,42,2,TR4 R13 R15
2N2907,4u,43,3,
2N2924,4d,44,3,TR3
2N2926,3d,29,1,
2N2926,3d,30,3,
2N2926,3e,49,3,TR2 TR3 TR1
2N2926,3f,8,1,
2N2926,3m,12,2,TR2 R2 R1
2N2926,3m,13,5,
2N2926,3r,36,2,
2N2926,3r,42,2,
2N2926,3w,53,1,
2N2926,40,28,1,
2N2926,40,59,1,
2N2926,42,21,1,
2N2926,49,36,2,TR4 TR5 TR3
2N2926,49,49,2,TR1
2N2926,49,50,1,R9
2N2926,4d,35,2,TR4 TR3 TR5
2N2926,4d,36,3,TR4 R12 C5
2N2926,4e,28,1,TR1 TR2 TR3
2N2926,4e,40,1,TR5 TR4 TR6
2N2926,4i,19,7,TR1 TR2 TR3
2N2926,4q,37,1,TR3 TR2 TR1
2N2926,56,50,1,
2N2926,59,54,2,
2N2926B,4q,37,2,TR3 C9 R5
2N2926G,3t,39,1,
2N2926G,3t,40,2,TR3 C6 R4
2N2926G,3t,41,1,TR3 TR2 TR1
2N2926G,4e,26,1,
2N2926G,4l,41,3,TR2 TR1 C2
2N2926R,59,53,1,TR2 D1 R3
2N2926Y,3r,37,2,TR3 R24 R22
2N2926Y,4e,33,1,
2N2926Y,4e,37,1,
2N2926Y,4f,30,2,TR5 R25 R19
2N2926Y,4y,49,2,TR5 R15 C15
2N2926Y,4y,51,1,
2N296,3y,67,1,
2N3010,40,67,1,
2N302A,46,41,3,TR1 R2
2N3053,3y,13,3,
2N3053,4a,16,2,TR3 TR4 TR2
2N3053,4a,49,6,TR15
2N3053,4g,46,4,TR4 TR5 TR6
2N3053,4i,30,7,TR1 TR2 TR3
2N3053,5f,43,1,
