part,doc,page,times,near
1N276,1r,484,1,
1N276,1r,580,1,U3 C23 C14
1N276,1s,552,1,U3 C23 C14
1N4002,1r,510,2,R2 C1 J51
1N4002,1r,528,2,Q1 R12 C29
1N4002,1r,565,4,R12 C8 U2
1N4002,1r,574,33,U1 R2 C7
1N4002,1r,577,3,C12 R5 P901
1N4002,1r,580,12,Q9 C24 R8
1N4002,1r,583,1,C17 R6 C113
1N4002,1r,586,2,R52 R60
1N4002,1s,482,2,R2 C1 P51
1N4002,1s,500,2,Q1 R12 C29
1N4002,1s,537,4,R12 C8 U2
1N4002,1s,546,33,U1 R2 C7
1N4002,1s,549,3,C12 P901 C9
1N4002,1s,552,12,Q9 C24 R8
1N4002,1s,558,2,R53 R60
1N4002A,1r,466,1,
1N4002A,1r,477,1,
1N4002A,1r,480,1,
1N4002A,1r,484,1,
1N4002A,1r,487,1,
1N4002RL,1r,436,1,
1N4004,1r,578,7,Q201 R209 R210
1N4004,1s,550,7,Q201 R209 R210
1N4004A,1r,480,1,
1N4007,1r,578,12,J201 P902 C202
1N4007,1s,550,12,J201 P902 C202
1N4148,0,1,1,
1N4148,5,1,2,C6 U5
1N4148,6,1,2,C6 U5
1N4148,9,1,2,
1N4148,a,1,2,U5
1N4148,f,1,2,C3 R7 C1
1N4148,j,1,1,
1N4148,j,5,2,R5
1N4148,j,6,4,
1N4148,j,7,1,
1N4448,1r,420,1,
1N4448,1r,424,1,
1N4448,1r,428,1,
1N4448,1r,432,1,
1N4448,1r,436,1,
1N4448,1r,439,1,
1N4448,1r,444,1,
1N4448,1r,453,2,
1N4448,1r,457,1,
1N4448,1r,463,1,
1N4448,1r,466,2,
1N4448,1r,470,1,
1N4448,1r,480,1,
1N4448,1r,490,1,
1N4448,1r,503,2,
1N4448,1r,512,4,R15 R12 R16
1N4448,1r,513,2,R66 R64 R67
1N4448,1r,516,2,R41 R40 VR5
1N4448,1r,518,10,R114 Q101 C103
1N4448,1r,527,5,R25 R27 U19B
1N4448,1r,528,1,R10 C29 R11
1N4448,1r,532,2,Q3
1N4448,1r,533,8,C22 R43 R29
1N4448,1r,541,2,C10 C13 C7
1N4448,1r,542,4,R26 Q11 C41
1N4448,1r,546,2,R113 U33 R112
1N4448,1r,550,2,C25 C23 C24
1N4448,1r,551,3,R44 C66 U17
1N4448,1r,552,1,C88 VR4 U20
1N4448,1r,554,6,R49 C34 C32
1N4448,1r,555,7,C47 C49 C46
1N4448,1r,560,2,C33 U1B R17
1N4448,1r,561,4,U2A R68 R31
1N4448,1r,562,1,U11 R62
1N4448,1r,565,3,Q3 R29 R25
1N4448,1r,566,6,C27 C28 R64
1N4448,1r,568,10,VR65 Q2 J310
1N4448,1r,569,11,R14 C4 C78
1N4448,1r,570,4,R47 R34 R29
1N4448,1r,578,4,Q206 R203 R204
